,Jurisdiction of Occurrence,MMWR Year,All Cause,Natural Cause,Septicemia (A40-A41),Malignant neoplasms (C00-C97),Diabetes mellitus (E10-E14),Alzheimer disease (G30),Influenza and pneumonia (J09-J18),Chronic lower respiratory diseases (J40-J47),"Other diseases of respiratory system (J00-J06,J30-J39,J67,J70-J98)","Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Diseases of heart (I00-I09,I11,I13,I20-I51)",Cerebrovascular diseases (I60-I69),"COVID-19 (U071, Multiple Cause of Death)","COVID-19 (U071, Underlying Cause of Death)",Population
12,Alaska,2017,4255.0,3513.0,0.0,871.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,799.0,0.0,0.0,0.0,739700.0
13,Alaska,2018,4289.0,3614.0,0.0,884.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,762.0,10.0,0.0,0.0,735139.0
14,Alaska,2019,4503.0,3720.0,0.0,969.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,807.0,0.0,0.0,0.0,731545.0
15,Alaska,2020,5076.0,4283.0,0.0,981.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,888.0,11.0,181.0,143.0,733391.0
16,Alaska,2021,6059.0,5172.0,0.0,1034.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,999.0,0.0,726.0,650.0,735707.0
17,Alaska,2022,3865.0,3317.0,0.0,729.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,693.0,14.0,157.0,134.0,731721.0
18,Arizona,2014,52761.0,47557.0,169.0,11726.0,1990.0,2557.0,685.0,3503.0,409.0,43.0,1174.0,11153.0,2277.0,0.0,0.0,6730413.0
19,Arizona,2015,54382.0,49018.0,211.0,11840.0,2074.0,2951.0,669.0,3685.0,499.0,231.0,1181.0,11579.0,2483.0,0.0,0.0,6829676.0
20,Arizona,2016,56583.0,50676.0,291.0,11839.0,2034.0,3083.0,836.0,3817.0,528.0,253.0,1635.0,12002.0,2548.0,0.0,0.0,6941072.0
21,Arizona,2017,57885.0,51617.0,271.0,12067.0,2046.0,3068.0,804.0,3816.0,626.0,391.0,1211.0,12479.0,2675.0,0.0,0.0,7044008.0
22,Arizona,2018,59495.0,53076.0,131.0,12127.0,2033.0,3017.0,1070.0,3851.0,904.0,612.0,1133.0,12629.0,2815.0,0.0,0.0,7158024.0
23,Arizona,2019,60450.0,53749.0,118.0,12589.0,2173.0,3059.0,944.0,3668.0,892.0,737.0,947.0,12651.0,2850.0,0.0,0.0,7278717.0
24,Arizona,2020,78257.0,70296.0,197.0,13104.0,2609.0,3321.0,1150.0,3794.0,1137.0,784.0,1083.0,14724.0,3297.0,9575.0,8810.0,7151502.0
25,Arizona,2021,82104.0,73546.0,379.0,12944.0,2532.0,2753.0,936.0,3527.0,1083.0,847.0,887.0,14695.0,3296.0,13844.0,12776.0,7227450.0
26,Arizona,2022,54729.0,48784.0,229.0,9581.0,1754.0,1992.0,624.0,2514.0,827.0,597.0,1337.0,10538.0,2400.0,4883.0,3990.0,7408017.0
27,Arkansas,2014,30508.0,28230.0,354.0,6612.0,819.0,1211.0,600.0,2149.0,156.0,583.0,192.0,7583.0,1563.0,0.0,0.0,2967392.0
28,Arkansas,2015,30830.0,28452.0,270.0,6581.0,878.0,1452.0,607.0,2236.0,109.0,660.0,87.0,7712.0,1587.0,0.0,0.0,2978048.0
29,Arkansas,2016,30847.0,28420.0,170.0,6471.0,894.0,1445.0,428.0,2172.0,131.0,644.0,110.0,7869.0,1536.0,0.0,0.0,2989918.0
30,Arkansas,2017,31707.0,29117.0,184.0,6412.0,1152.0,1424.0,565.0,2466.0,126.0,622.0,0.0,8079.0,1527.0,0.0,0.0,3001345.0
31,Arkansas,2018,31744.0,29318.0,238.0,6351.0,1199.0,1452.0,511.0,2394.0,140.0,601.0,0.0,8049.0,1484.0,0.0,0.0,3009733.0
32,Arkansas,2019,32183.0,29803.0,281.0,6343.0,1165.0,1492.0,447.0,2337.0,219.0,532.0,0.0,8526.0,1472.0,0.0,0.0,3017804.0
33,Arkansas,2020,38399.0,35509.0,308.0,6509.0,1338.0,1815.0,624.0,2464.0,264.0,659.0,10.0,8694.0,1679.0,4097.0,3600.0,3011524.0
34,Arkansas,2021,39851.0,36743.0,468.0,6495.0,1472.0,1545.0,394.0,2397.0,188.0,747.0,20.0,8466.0,1789.0,5266.0,4732.0,3021085.0
35,Arkansas,2022,27227.0,25164.0,379.0,4710.0,1034.0,1152.0,307.0,1685.0,250.0,606.0,240.0,6071.0,1257.0,2337.0,1803.0,3042231.0
36,California,2014,250552.0,231939.0,1302.0,59598.0,8397.0,12896.0,6127.0,13052.0,2575.0,3167.0,1169.0,59239.0,13989.0,0.0,0.0,38596972.0
37,California,2015,258512.0,239331.0,1427.0,59611.0,8804.0,15070.0,6138.0,13610.0,2588.0,3546.0,1423.0,61085.0,15008.0,0.0,0.0,38918045.0
38,California,2016,260595.0,240600.0,1395.0,59366.0,9035.0,15485.0,5918.0,13598.0,2714.0,3603.0,1458.0,61155.0,15553.0,0.0,0.0,39167117.0
39,California,2017,267106.0,246414.0,1506.0,59486.0,9534.0,16199.0,6264.0,13813.0,2932.0,3848.0,1441.0,62537.0,16287.0,0.0,0.0,39358497.0
40,California,2018,268145.0,247074.0,1602.0,60012.0,9475.0,16585.0,6938.0,13595.0,2937.0,3908.0,1252.0,62358.0,16416.0,0.0,0.0,39461588.0
41,California,2019,268775.0,246862.0,1605.0,59516.0,9789.0,16762.0,5604.0,13062.0,3059.0,3980.0,1436.0,62103.0,16756.0,0.0,0.0,39512223.0
42,California,2020,326703.0,300015.0,1746.0,60940.0,11881.0,19110.0,6192.0,13103.0,2965.0,4490.0,1251.0,67940.0,18247.0,34968.0,32687.0,39538223.0
43,California,2021,332311.0,303506.0,1806.0,59659.0,11421.0,16848.0,4643.0,11538.0,2991.0,4677.0,2101.0,65348.0,18285.0,47034.0,43235.0,39766650.0
44,California,2022,227979.0,210857.0,1313.0,43820.0,8272.0,12413.0,3361.0,8415.0,2321.0,3593.0,6923.0,46879.0,13353.0,18723.0,15015.0,38959247.0
45,Colorado,2014,36474.0,32380.0,208.0,7572.0,829.0,1420.0,637.0,2504.0,297.0,260.0,148.0,7168.0,1776.0,0.0,0.0,5350101.0
46,Colorado,2015,36729.0,32497.0,283.0,7648.0,871.0,1598.0,532.0,2559.0,360.0,260.0,43.0,7108.0,1894.0,0.0,0.0,5450623.0
47,Colorado,2016,37878.0,33413.0,295.0,7962.0,929.0,1840.0,397.0,2583.0,359.0,274.0,11.0,7399.0,1951.0,0.0,0.0,5539215.0
48,Colorado,2017,38593.0,33843.0,311.0,7841.0,1027.0,1836.0,447.0,2596.0,453.0,358.0,0.0,7209.0,2022.0,0.0,0.0,5611885.0
49,Colorado,2018,39007.0,34225.0,294.0,7869.0,987.0,1655.0,361.0,2652.0,490.0,252.0,30.0,7495.0,2046.0,0.0,0.0,5691287.0
50,Colorado,2019,39922.0,34988.0,212.0,8053.0,1051.0,1919.0,281.0,2525.0,489.0,323.0,0.0,7906.0,2049.0,0.0,0.0,5758736.0
51,Colorado,2020,48259.0,42637.0,234.0,8423.0,1183.0,2197.0,264.0,2541.0,519.0,307.0,20.0,8279.0,2276.0,5133.0,4470.0,5773714.0
52,Colorado,2021,49007.0,42740.0,301.0,8107.0,1219.0,1780.0,22.0,2313.0,683.0,411.0,10.0,8236.0,2104.0,6173.0,5404.0,5848166.0
53,Colorado,2022,34301.0,30326.0,249.0,6091.0,865.0,1324.0,158.0,1729.0,447.0,295.0,629.0,6132.0,1576.0,2744.0,1904.0,5855078.0
54,Connecticut,2014,30392.0,28226.0,432.0,6787.0,647.0,929.0,523.0,1398.0,395.0,469.0,78.0,7118.0,1317.0,0.0,0.0,3594524.0
55,Connecticut,2015,30460.0,28117.0,539.0,6682.0,564.0,953.0,542.0,1364.0,352.0,473.0,31.0,7200.0,1381.0,0.0,0.0,3587122.0
56,Connecticut,2016,30439.0,27951.0,459.0,6738.0,629.0,1039.0,407.0,1416.0,370.0,463.0,72.0,7022.0,1268.0,0.0,0.0,3578141.0
57,Connecticut,2017,31417.0,28781.0,515.0,6684.0,594.0,1091.0,568.0,1477.0,457.0,420.0,121.0,7128.0,1405.0,0.0,0.0,3573297.0
58,Connecticut,2018,31333.0,28697.0,445.0,6528.0,647.0,981.0,630.0,1439.0,369.0,493.0,122.0,7228.0,1403.0,0.0,0.0,3571520.0
59,Connecticut,2019,31789.0,28984.0,510.0,6558.0,713.0,964.0,431.0,1399.0,399.0,512.0,190.0,7329.0,1379.0,0.0,0.0,3565287.0
60,Connecticut,2020,38648.0,35543.0,409.0,6800.0,854.0,1104.0,360.0,1249.0,461.0,404.0,100.0,7260.0,1499.0,6329.0,5889.0,3605944.0
61,Connecticut,2021,34621.0,31338.0,453.0,6601.0,723.0,1080.0,187.0,1179.0,497.0,573.0,117.0,6776.0,1456.0,3069.0,2740.0,3609129.0
62,Connecticut,2022,24971.0,22889.0,228.0,4831.0,484.0,752.0,237.0,881.0,402.0,531.0,475.0,4957.0,1069.0,2019.0,1611.0,3609924.0
63,Delaware,2014,8443.0,7766.0,0.0,2000.0,21.0,0.0,0.0,269.0,0.0,10.0,0.0,1930.0,250.0,0.0,0.0,932487.0
64,Delaware,2015,8524.0,7856.0,0.0,1980.0,0.0,42.0,33.0,330.0,0.0,0.0,0.0,1912.0,312.0,0.0,0.0,941252.0
65,Delaware,2016,8937.0,8189.0,0.0,2126.0,20.0,88.0,0.0,384.0,0.0,0.0,0.0,1967.0,329.0,0.0,0.0,948921.0
66,Delaware,2017,9087.0,8258.0,0.0,2082.0,0.0,109.0,0.0,314.0,0.0,0.0,0.0,1984.0,473.0,0.0,0.0,956823.0
67,Delaware,2018,9449.0,8598.0,0.0,2067.0,11.0,178.0,33.0,351.0,0.0,0.0,0.0,2070.0,538.0,0.0,0.0,965479.0
68,Delaware,2019,9222.0,8294.0,0.0,2064.0,11.0,90.0,0.0,273.0,0.0,0.0,0.0,2009.0,485.0,0.0,0.0,973764.0
69,Delaware,2020,11147.0,10160.0,0.0,2146.0,66.0,249.0,0.0,292.0,0.0,10.0,0.0,2174.0,688.0,1021.0,901.0,989948.0
70,Delaware,2021,11275.0,10185.0,0.0,2201.0,71.0,166.0,0.0,294.0,0.0,0.0,0.0,2155.0,752.0,1185.0,999.0,999149.0
71,Delaware,2022,8163.0,7450.0,0.0,1686.0,61.0,167.0,0.0,170.0,0.0,0.0,32.0,1577.0,601.0,611.0,401.0,1012615.0
72,District of Columbia,2014,5568.0,5067.0,0.0,1304.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1478.0,45.0,0.0,0.0,662328.0
73,District of Columbia,2015,5647.0,5076.0,0.0,1251.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1369.0,66.0,0.0,0.0,675400.0
74,District of Columbia,2016,5976.0,5270.0,0.0,1315.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1537.0,57.0,0.0,0.0,685815.0
75,District of Columbia,2017,6118.0,5342.0,0.0,1329.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1502.0,65.0,0.0,0.0,694906.0
76,District of Columbia,2018,6127.0,5363.0,0.0,1319.0,11.0,0.0,10.0,0.0,0.0,0.0,0.0,1530.0,84.0,0.0,0.0,701547.0
77,District of Columbia,2019,5962.0,5150.0,0.0,1226.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1404.0,110.0,0.0,0.0,705749.0
78,District of Columbia,2020,7556.0,6485.0,0.0,1206.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1538.0,158.0,927.0,845.0,689545.0
79,District of Columbia,2021,7130.0,5904.0,0.0,1188.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1496.0,118.0,580.0,427.0,698327.0
80,District of Columbia,2022,4831.0,4124.0,0.0,857.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0,1021.0,98.0,271.0,158.0,657185.0
81,Florida,2014,190076.0,175763.0,2247.0,43640.0,5494.0,5961.0,2795.0,11487.0,2304.0,3150.0,3304.0,45768.0,10108.0,0.0,0.0,19845911.0
82,Florida,2015,192144.0,176722.0,2375.0,43657.0,5432.0,6978.0,2683.0,11760.0,2442.0,3253.0,3141.0,45744.0,11530.0,0.0,0.0,20209042.0
83,Florida,2016,197305.0,179653.0,2424.0,43626.0,5795.0,7111.0,2803.0,11985.0,2410.0,3151.0,2978.0,46036.0,11921.0,0.0,0.0,20613477.0
84,Florida,2017,203790.0,185316.0,2479.0,44625.0,6147.0,6895.0,3062.0,12644.0,2580.0,3196.0,2999.0,46699.0,12705.0,0.0,0.0,20963613.0
85,Florida,2018,205757.0,187388.0,2489.0,44862.0,6206.0,6659.0,3080.0,12379.0,2812.0,3144.0,3004.0,47335.0,13401.0,0.0,0.0,21244317.0
86,Florida,2019,207417.0,188383.0,2530.0,45213.0,6193.0,6501.0,2711.0,12029.0,2833.0,3282.0,3002.0,47450.0,14051.0,0.0,0.0,21477737.0
87,Florida,2020,246475.0,223975.0,2725.0,46420.0,7705.0,7350.0,3293.0,12129.0,2690.0,3295.0,3354.0,50949.0,15896.0,22095.0,19706.0,21538187.0
88,Florida,2021,264007.0,239817.0,2897.0,46763.0,8075.0,6641.0,2890.0,11014.0,2827.0,3489.0,3579.0,50741.0,15838.0,38655.0,35138.0,21811875.0
89,Florida,2022,178555.0,163497.0,2117.0,34374.0,5494.0,4639.0,2035.0,8113.0,2066.0,2872.0,5278.0,36708.0,12199.0,14785.0,11148.0,22040323.0
90,Georgia,2014,78958.0,72745.0,1541.0,17200.0,2264.0,2748.0,1585.0,4428.0,1372.0,1812.0,1315.0,17552.0,4026.0,0.0,0.0,10067278.0
91,Georgia,2015,80128.0,73576.0,1546.0,17088.0,2202.0,3741.0,1478.0,4609.0,1520.0,1903.0,1231.0,17734.0,4309.0,0.0,0.0,10178447.0
92,Georgia,2016,81295.0,74242.0,1578.0,17296.0,2242.0,4060.0,1432.0,4744.0,1388.0,1873.0,1180.0,18075.0,4274.0,0.0,0.0,10301890.0
93,Georgia,2017,83349.0,76145.0,1639.0,17254.0,2359.0,4327.0,1454.0,4863.0,1667.0,1941.0,1201.0,18358.0,4369.0,0.0,0.0,10410330.0
94,Georgia,2018,85356.0,78389.0,1681.0,17504.0,2463.0,4574.0,1551.0,5004.0,1971.0,2036.0,1179.0,19022.0,4536.0,0.0,0.0,10511131.0
95,Georgia,2019,85857.0,78587.0,1742.0,17808.0,2394.0,4235.0,1337.0,4745.0,1829.0,2030.0,1159.0,19457.0,4464.0,0.0,0.0,10617423.0
96,Georgia,2020,105189.0,96627.0,1926.0,18205.0,2880.0,4906.0,1629.0,4882.0,2369.0,2177.0,1304.0,21508.0,4871.0,10665.0,9740.0,10711908.0
97,Georgia,2021,112250.0,102802.0,1860.0,18230.0,2954.0,4420.0,1308.0,4702.0,2212.0,2295.0,1270.0,21874.0,5211.0,17133.0,15701.0,10814334.0
98,Georgia,2022,73356.0,67416.0,1302.0,13304.0,1915.0,3085.0,877.0,3393.0,1607.0,1667.0,1209.0,15312.0,3649.0,6320.0,5105.0,10852484.0
99,Hawaii,2014,10989.0,10181.0,0.0,2507.0,0.0,62.0,197.0,73.0,0.0,10.0,10.0,2596.0,600.0,0.0,0.0,1414538.0
100,Hawaii,2015,11086.0,10236.0,0.0,2439.0,0.0,197.0,407.0,60.0,0.0,0.0,0.0,2621.0,710.0,0.0,0.0,1422052.0
101,Hawaii,2016,10904.0,10047.0,0.0,2368.0,23.0,235.0,316.0,68.0,0.0,0.0,0.0,2500.0,620.0,0.0,0.0,1427559.0
102,Hawaii,2017,11385.0,10456.0,0.0,2415.0,20.0,272.0,562.0,125.0,0.0,0.0,0.0,2607.0,722.0,0.0,0.0,1424393.0
103,Hawaii,2018,11427.0,10499.0,0.0,2384.0,54.0,280.0,377.0,116.0,0.0,0.0,0.0,2583.0,731.0,0.0,0.0,1420593.0
104,Hawaii,2019,11658.0,10627.0,0.0,2493.0,51.0,254.0,175.0,140.0,0.0,10.0,0.0,2547.0,791.0,0.0,0.0,1415872.0
105,Hawaii,2020,12215.0,11246.0,0.0,2539.0,43.0,414.0,35.0,119.0,0.0,0.0,0.0,2669.0,844.0,281.0,247.0,1455271.0
106,Hawaii,2021,12859.0,11858.0,0.0,2541.0,122.0,406.0,0.0,158.0,0.0,11.0,0.0,2693.0,942.0,578.0,504.0,1464768.0
107,Hawaii,2022,9529.0,8896.0,0.0,1855.0,66.0,284.0,20.0,42.0,0.0,41.0,253.0,1986.0,594.0,457.0,282.0,1433336.0
108,Idaho,2014,12734.0,11554.0,0.0,2801.0,100.0,69.0,10.0,811.0,10.0,0.0,10.0,2709.0,565.0,0.0,0.0,1631112.0
109,Idaho,2015,12924.0,11743.0,0.0,2803.0,187.0,386.0,34.0,827.0,0.0,0.0,10.0,2804.0,545.0,0.0,0.0,1651059.0
110,Idaho,2016,13220.0,11924.0,0.0,2844.0,130.0,474.0,25.0,843.0,0.0,0.0,0.0,2950.0,610.0,0.0,0.0,1682380.0
111,Idaho,2017,13854.0,12508.0,0.0,3004.0,152.0,575.0,83.0,929.0,0.0,0.0,0.0,3035.0,640.0,0.0,0.0,1717715.0
112,Idaho,2018,14114.0,12729.0,0.0,3038.0,180.0,598.0,67.0,897.0,32.0,0.0,0.0,3077.0,665.0,0.0,0.0,1750536.0
113,Idaho,2019,14283.0,12895.0,0.0,2885.0,211.0,544.0,44.0,981.0,42.0,0.0,0.0,3025.0,653.0,0.0,0.0,1787065.0
114,Idaho,2020,16689.0,15150.0,0.0,3052.0,287.0,718.0,11.0,855.0,0.0,0.0,0.0,3249.0,760.0,1506.0,1332.0,1839106.0
115,Idaho,2021,18300.0,16636.0,0.0,3093.0,380.0,751.0,0.0,902.0,11.0,11.0,0.0,3408.0,724.0,2757.0,2437.0,1866258.0
116,Idaho,2022,12404.0,11309.0,0.0,2278.0,184.0,596.0,0.0,686.0,10.0,0.0,182.0,2450.0,517.0,852.0,588.0,1981332.0
117,Illinois,2014,104191.0,97339.0,1763.0,24480.0,2690.0,3321.0,2460.0,5567.0,1373.0,2461.0,1049.0,24796.0,5360.0,0.0,0.0,12884493.0
118,Illinois,2015,103381.0,96334.0,1713.0,24055.0,2735.0,3651.0,2235.0,5368.0,1428.0,2455.0,1016.0,24817.0,5526.0,0.0,0.0,12858913.0
119,Illinois,2016,103373.0,95331.0,1604.0,23753.0,2683.0,3832.0,2058.0,5455.0,1438.0,2397.0,1104.0,24174.0,5392.0,0.0,0.0,12820527.0
120,Illinois,2017,106161.0,97578.0,1719.0,23570.0,2843.0,3968.0,2326.0,5584.0,1507.0,2449.0,1112.0,24576.0,5789.0,0.0,0.0,12778828.0
121,Illinois,2018,106459.0,98005.0,1702.0,23298.0,2790.0,3976.0,2510.0,5463.0,1591.0,2559.0,1107.0,24909.0,5608.0,0.0,0.0,12723071.0
122,Illinois,2019,105409.0,96927.0,1615.0,23298.0,2742.0,3909.0,2057.0,5385.0,1412.0,2450.0,1194.0,24892.0,5897.0,0.0,0.0,12671821.0
123,Illinois,2020,130471.0,120539.0,1600.0,23689.0,3449.0,4664.0,2399.0,5364.0,1454.0,2611.0,1292.0,27103.0,6626.0,16932.0,15398.0,12812508.0
124,Illinois,2021,120576.0,110009.0,1606.0,23019.0,3305.0,3985.0,1634.0,4782.0,1482.0,2571.0,1325.0,25420.0,6496.0,11687.0,10540.0,12810696.0
125,Illinois,2022,86171.0,79556.0,1197.0,16489.0,2360.0,2871.0,1205.0,3616.0,1150.0,2014.0,2090.0,18413.0,4640.0,7405.0,6052.0,12518144.0
126,Indiana,2014,62622.0,58068.0,1072.0,13703.0,1898.0,2251.0,1120.0,4219.0,976.0,1478.0,160.0,14231.0,3175.0,0.0,0.0,6593644.0
127,Indiana,2015,62923.0,58192.0,1175.0,13474.0,2054.0,2513.0,1009.0,4255.0,987.0,1489.0,217.0,14086.0,2913.0,0.0,0.0,6608422.0
128,Indiana,2016,63668.0,58461.0,1260.0,13344.0,2009.0,2677.0,960.0,4272.0,1184.0,1441.0,254.0,14047.0,3041.0,0.0,0.0,6634304.0
129,Indiana,2017,65825.0,60071.0,1314.0,13382.0,2138.0,2784.0,1054.0,4426.0,1138.0,1487.0,294.0,14568.0,3119.0,0.0,0.0,6658078.0
130,Indiana,2018,66066.0,60545.0,1234.0,13405.0,2114.0,2696.0,1101.0,4684.0,1119.0,1435.0,194.0,14714.0,3137.0,0.0,0.0,6695497.0
131,Indiana,2019,66229.0,60689.0,1211.0,13376.0,2072.0,2594.0,885.0,4707.0,1186.0,1422.0,205.0,14648.0,3375.0,0.0,0.0,6732219.0
132,Indiana,2020,80345.0,73733.0,1179.0,13862.0,2516.0,2866.0,1040.0,4662.0,1094.0,1514.0,196.0,15595.0,3371.0,9949.0,9028.0,6785528.0
133,Indiana,2021,79009.0,71696.0,931.0,13935.0,2581.0,2248.0,695.0,4299.0,1188.0,1441.0,224.0,15372.0,3452.0,9944.0,8772.0,6815701.0
134,Indiana,2022,54396.0,49691.0,572.0,9919.0,1797.0,1609.0,481.0,3237.0,837.0,1148.0,207.0,10983.0,2487.0,5063.0,4071.0,6831167.0
135,Iowa,2014,29484.0,27376.0,32.0,6535.0,1041.0,1346.0,443.0,1961.0,92.0,54.0,273.0,6674.0,1441.0,0.0,0.0,3109350.0
136,Iowa,2015,29169.0,27062.0,0.0,6456.0,1065.0,1335.0,370.0,1997.0,192.0,75.0,37.0,6700.0,1394.0,0.0,0.0,3120960.0
137,Iowa,2016,29128.0,26954.0,22.0,6334.0,839.0,1404.0,272.0,1968.0,197.0,81.0,66.0,6818.0,1380.0,0.0,0.0,3131371.0
138,Iowa,2017,30131.0,27982.0,79.0,6401.0,909.0,1596.0,366.0,1926.0,219.0,96.0,141.0,7102.0,1386.0,0.0,0.0,3141550.0
139,Iowa,2018,30112.0,28009.0,69.0,6382.0,876.0,1444.0,516.0,1857.0,216.0,118.0,51.0,7180.0,1421.0,0.0,0.0,3148618.0
140,Iowa,2019,30549.0,28308.0,125.0,6287.0,850.0,1346.0,412.0,1861.0,299.0,211.0,154.0,7442.0,1366.0,0.0,0.0,3155070.0
141,Iowa,2020,36161.0,33727.0,89.0,6286.0,1059.0,1481.0,374.0,1715.0,277.0,201.0,213.0,7549.0,1393.0,4828.0,4383.0,3190369.0
142,Iowa,2021,33886.0,31423.0,121.0,6209.0,1028.0,1192.0,154.0,1658.0,197.0,195.0,193.0,7696.0,1388.0,3459.0,2949.0,3204770.0
143,Iowa,2022,24218.0,22460.0,54.0,4584.0,710.0,982.0,97.0,1253.0,152.0,212.0,67.0,5602.0,996.0,1792.0,1348.0,3196911.0
144,Kansas,2014,25433.0,23411.0,97.0,5415.0,603.0,773.0,507.0,1648.0,43.0,374.0,176.0,5444.0,1307.0,0.0,0.0,2900475.0
145,Kansas,2015,25741.0,23666.0,93.0,5339.0,584.0,835.0,464.0,1671.0,107.0,388.0,108.0,5466.0,1276.0,0.0,0.0,2909011.0
146,Kansas,2016,25296.0,23172.0,80.0,5220.0,633.0,827.0,338.0,1620.0,132.0,300.0,134.0,5470.0,1275.0,0.0,0.0,2910844.0
147,Kansas,2017,26019.0,23704.0,35.0,5184.0,854.0,896.0,298.0,1768.0,155.0,315.0,97.0,5534.0,1255.0,0.0,0.0,2908718.0
148,Kansas,2018,26374.0,24142.0,46.0,5263.0,729.0,870.0,439.0,1773.0,182.0,325.0,195.0,5659.0,1206.0,0.0,0.0,2911359.0
149,Kansas,2019,26625.0,24426.0,31.0,5367.0,859.0,812.0,312.0,1732.0,164.0,405.0,253.0,5926.0,1213.0,0.0,0.0,2913314.0
150,Kansas,2020,31584.0,29037.0,68.0,5372.0,1044.0,966.0,324.0,1668.0,174.0,334.0,129.0,6196.0,1301.0,3561.0,3264.0,2937880.0
151,Kansas,2021,30932.0,28132.0,31.0,5227.0,911.0,784.0,169.0,1458.0,126.0,316.0,15.0,6146.0,1312.0,3755.0,3369.0,2946356.0
152,Kansas,2022,22248.0,20483.0,53.0,3798.0,696.0,629.0,78.0,1153.0,137.0,380.0,512.0,4429.0,921.0,1986.0,1649.0,2928419.0
153,Kentucky,2014,45329.0,41672.0,777.0,10506.0,1222.0,1528.0,1031.0,3282.0,735.0,996.0,314.0,10100.0,2017.0,0.0,0.0,4414349.0
154,Kentucky,2015,45944.0,41967.0,837.0,10297.0,1439.0,1677.0,939.0,3283.0,699.0,983.0,509.0,9965.0,2019.0,0.0,0.0,4425976.0
155,Kentucky,2016,47231.0,42933.0,871.0,10358.0,1486.0,1681.0,821.0,3434.0,779.0,1031.0,584.0,10390.0,2017.0,0.0,0.0,4438182.0
156,Kentucky,2017,47784.0,43376.0,955.0,10206.0,1487.0,1694.0,876.0,3463.0,810.0,1036.0,513.0,10242.0,2018.0,0.0,0.0,4452268.0
157,Kentucky,2018,48114.0,43967.0,906.0,10112.0,1505.0,1611.0,885.0,3375.0,926.0,1018.0,599.0,10582.0,2130.0,0.0,0.0,4461153.0
158,Kentucky,2019,48577.0,44395.0,921.0,9998.0,1600.0,1638.0,792.0,3482.0,936.0,995.0,612.0,10676.0,2227.0,0.0,0.0,4467673.0
159,Kentucky,2020,56554.0,51205.0,974.0,10363.0,1575.0,1712.0,840.0,3303.0,856.0,941.0,705.0,11465.0,2275.0,4707.0,4233.0,4505836.0
160,Kentucky,2021,60157.0,54432.0,940.0,10271.0,1750.0,1573.0,680.0,3249.0,876.0,1148.0,573.0,11643.0,2368.0,8627.0,7572.0,4522483.0
161,Kentucky,2022,40736.0,37065.0,721.0,7429.0,1155.0,1089.0,462.0,2282.0,654.0,901.0,422.0,8303.0,1623.0,4782.0,3567.0,4519315.0
162,Louisiana,2014,44906.0,41084.0,995.0,9622.0,1269.0,1697.0,797.0,2283.0,806.0,1233.0,486.0,10912.0,2284.0,0.0,0.0,4644013.0
163,Louisiana,2015,43720.0,39741.0,980.0,9375.0,1205.0,2022.0,679.0,2175.0,850.0,1162.0,474.0,10640.0,2306.0,0.0,0.0,4664628.0
164,Louisiana,2016,44133.0,40003.0,1001.0,9056.0,1315.0,2173.0,659.0,2218.0,909.0,1151.0,374.0,10947.0,2326.0,0.0,0.0,4678135.0
165,Louisiana,2017,45768.0,41435.0,1105.0,9479.0,1268.0,2172.0,723.0,2460.0,959.0,1054.0,437.0,11218.0,2465.0,0.0,0.0,4670560.0
166,Louisiana,2018,46036.0,41750.0,1129.0,9313.0,1456.0,2164.0,706.0,2341.0,996.0,1132.0,479.0,11346.0,2512.0,0.0,0.0,4659690.0
167,Louisiana,2019,45961.0,41491.0,1147.0,9422.0,1460.0,2151.0,561.0,2164.0,1043.0,1035.0,527.0,11302.0,2393.0,0.0,0.0,4648794.0
168,Louisiana,2020,57571.0,52017.0,1151.0,9316.0,1881.0,2465.0,722.0,2397.0,1154.0,1092.0,612.0,12399.0,2626.0,7131.0,6566.0,4657757.0
169,Louisiana,2021,57290.0,50896.0,1073.0,9143.0,1942.0,2094.0,574.0,2151.0,1091.0,1102.0,504.0,12538.0,2751.0,6859.0,6300.0,4670195.0
170,Louisiana,2022,37187.0,33285.0,771.0,6463.0,1200.0,1506.0,291.0,1557.0,699.0,778.0,277.0,8807.0,1948.0,2706.0,2067.0,4576882.0
171,Maine,2014,13606.0,12615.0,0.0,3209.0,192.0,140.0,34.0,896.0,0.0,0.0,0.0,2812.0,491.0,0.0,0.0,1330513.0
172,Maine,2015,14246.0,13138.0,0.0,3324.0,142.0,371.0,152.0,1001.0,11.0,10.0,0.0,3001.0,495.0,0.0,0.0,1328262.0
